좋은 친구부터,도서관에서 미스터리 소설을 빌려서 읽고 있었는데 메모가 한 장 끼어 있더라구요,,
,"저, xx님 예전에 세계 대회에서 우승해서 방송에 나오지 않으셨나요? 처음 만났을 때부터 어디선가 본 것 같은 느낌이 들었거든요~ 역시 그 챔피언 인터뷰에서 죄송해요, 제가 착각했군요 하지만 지금부터 훈련받으시면 실제로도 우승하실 수 있을 거예요!",,
베스트 프렌드 타입 A,요즘 아침 일찍 일어나서 도시락을 싸는 재미에 푹 빠졌어요~ 도시락 하면 역시 문어 모양 소시지죠!,,
,선택지,"맞아, 맞아!","> 저는 어릴 때부터 문어 모양 소시지를 좋아했어요! 맛있는 데다가 생긴 것도 귀여워서 입으로 한 번, 눈으로 두 번 즐기는 똑똑한 반찬이죠!"
,,계란말이 아니고?,> 계란말이도 엄청 맛있죠! 생각만 했을 뿐인데 갑자기 배가 고프네요! 계란을 풀 때 우유를 섞으면 폭신폭신하게 만들어지니까 한번 시도해보세요!
,,김밥이지!,"> 아앗, 그렇네요! 김밥은 재료에 따라서 맛도 달라지는 훌륭한 도시락 메뉴인데 역시 님이에요! 도시락 하면 김밥이 맞는 것 같아요!"
,,,
,맑은 날 뽀송뽀송하게 마른 빨래에서는 왠지 좋은 냄새가 나지 않나요?,,
,> 그래서 목욕 수건은 매일매일 빨기로 결심했어요!,,
,> > 뽀송하게 마른 목욕 수건에 얼굴을 묻었을 때의 그 기분 말로는 표현 못 할 정도예요!,,
,> > > 빨래가 힘들긴 하지만 몸을 닦을 때 다 보상받는 기분이라서 아직은 할 만해요!,,
,> > > > 그 냄새는 신기하게도 마음을 편안하게 해줘요 상상만 해도 기분이 좋아지네요!,,
,> 좋은 향기를 맡으면서 잠들면 깊게 잘 수 있을 것 같아요! 그래서 조만간 안고 자는 베개를 빨려고 생각하고 있어요!,,
,> > 침대에서 좋은 향기가 나면 꽃밭을 산책하는 꿈을 꿀지도 모르겠네요!,,
,> > > 그 향기는 분명 해님의 향기일 거예요!,,
,> > > > 커다란 빨랫감을 빠는 과정은 조금 힘들지만요!,,
,,,
,문제를 하나 낼게요! 지금 저는 무슨 생각을 하고 있을까요?,,
,선택지,소설,> 맞아요! 어제 자기 전에 읽은 소설이 너무 재밌었거든요! xx의 작가가 처음으로 쓴 소설인데 완전히 팬이 됐어요!
,,그림책,> 딩동댕! 슬프지만 감동적이라고 화제가 된 '도깨비 토마토' 라는 그림책을 샀어요! 전 동화책이 아이들 책이라는 편견이 있었는데 이 책을 읽고는 감동해서 펑펑 울어 버렸어요
,,시집,> 정답이에요! 언젠가는 제 시집을 내는 게 꿈이랍니다! 그래서 꾸준히 쓰고는 있는데 부끄러워서 아직 아무한테도 보여준 적이 없어요
,,,
,깜짝 질문입니다! 지금 저는 무슨 생각을 하고 있을까요?,,
,선택지,장갑,> 맞아요! 작아진 장갑을 좀처럼 못 버리고 있거든요 겨울의 모든 추억이 장갑 안에 담겨 있는 기분이 들어서요
,,양말,> 딩동댕! 잡지에서 읽었는데요 양말을 잘 신는 사람이 패셔니스타 래요! 저도 양말을 신으면 패셔니스타가 될 수 있을까요?
,,목도리,"> 정답이에요! 오래전 이야기지만 저, 목도리를 반 년에 걸쳐 뜬 적이 있답니다 그런데 왠지 밖에 두르고 나가기 부끄러워서 한 번도 사용한 적이 없어요 올해는 용기를 내서 제 손으로 만든 목도리를 두르고 외출을 해보려고 해요!"
,,,
,요즘 요리 하는 게 너무 재미없어서혹시 요리 방식을 바꾸면 기분도 바뀌지 않을까 싶어 이것저것 시도해보는 중이에요!,,
,> 예를 들면 레시피에 멜로디를 붙여서 노래하면서 요리하는 거예요 만드는 과정을 노래로 만들어서 부르면 잘 외울 수도 있어서 추천해요! 저도 모르게 열창했을 땐 집 밖에까지 소리가 새어나가서 좀 부끄러웠지만요,,
,> 예를 들어 요리하는 과정을 사진으로 찍는 거예요 나중에 레시피를 확인할 때 사진이 있으면 기억도 잘 나니까 개인적으로는 추천해요! 한 가지 단점은 요리에 너무 집중해서 초점이 안 맞는다는 점이에요,,
,> 예를 들면 뒤꿈치를 올리고 내리면서 요리하는 거예요 운동 부족도 해소되고 요리도 만드니까 일석이조죠! 근데 요리가 완성될 쯤에는 발에 쥐가 나서 못 걸을 때도 있다는 게 문제예요,,
,,,
,사실은 지금,,
,> 어제 읽은 소설의 결말에 대해서 생각하고 있었어요! 해피 엔딩이 이상적이긴 하지만 그걸로는 뭔가 부족하다는 느낌이 든달까요? 어쩌면 저는 새드 엔딩이 취향일지도 모르겠어요,,
,> 제가 쓰고 있는 추리 소설에 대해서 생각하고 있었어요! 이야기가 흥미진진해지려면 주인공이 위기에 봉착해야한다는 걸 머리로는 알고 있는데요 주인공한테 감정 이입이 돼서 좀처럼 위험에 빠뜨릴 수가 없어요!,,
,> 집 우편함에 들어 있던 편지에 대해 생각하고 있었답니다! 편지 봉투에 보낸 사람 이름이 안 적혀 있더라고요 혹시 미래의 내가 보낸 편지?! 그렇게 상상했더니 너무 떨리지 뭐예요! 그래서 아직도 못 뜯고 있어요!,,
,,,
,저는 봉제 인형을 만들어보고 싶어요~ 냄새도 재현하고 싶은데 그건 아무래도 어렵겠죠?,,
,요새 스포츠 계열의 소설이 무척 읽고 싶어요 예를 들면 부를 무대로 한 소설 같은 거요! 청춘은 참 멋진 것 같아요,,
,요즘엔 향이 나는 세제를 쓰고 있는데요 xx향의 세제도 아직 많이 남아 있어요 그냥 다 섞어 쓰면 되겠네요!,,
베스트 프렌드 타입 B,얼마 전에 산책을 하다가 누가 떨어뜨린 물건을 주웠어요!,,
,> 목장갑이었는데 아무리 주변을 둘러봐도 한쪽만 떨어져 있는 게 아니겠어요? 누군가의 소중한 목장갑이면 어떡하나 싶어서 밤에 잠도 안 오더라고요 저는 이럴 때 확실하게 주인을 찾아서 돌려주지 않으면 마음이 편하지 않아요!,,
,> 일기장이었는데 겉면 어디에도 이름이 없더라고요,,
,> > 멋대로 펼쳐보는 건 왠지 죄짓는 것 같아서 줄곧 찝찝하기만 했었죠 xx님 일기장이라는 걸 알게 돼서 결국 찾아드리긴 했지만 그날 이후로 저는 소지품에 꼭 이름을 쓰고 있어요!,,
,> > 그래서 나쁜 일인 줄은 알지만 내용을 읽어봤어요 근데 부모님께 감사하다는 내용이 적혀 있어서 저도 모르게 펑펑 울어버렸어요!,,
,"> 책이었는데요, 제목이 'xx'! 요즘 장안의 화제예요! 저도 정말 좋아하는 책이라서 주인을 찾게 되면 함께 이야기해보고 싶어요!",,
,,,
,요즘 저는 문구 용품을 모으는 게 취미예요!,,
,> 특히 귀여운 볼펜은 끝도 없이 늘어나고 있어요~ 귀여운 볼펜으로 일기를 쓰면 즐거운 내용만 쓰게 돼서 하루를 기분 좋게 마칠 수 있어요!,,
,> 얼마 전에 방 청소를 하다가 예쁜 공책을 하나 찾았어요! 바로 쓰려고 했는데 왠지 아까운 기분이 들어서결국 또 고이 보관해두었답니다!,,
,> 얼마 전에는 xx님이 안 쓰는 그림물감을 주셨어요! 이 물감으로 어떤 그림을 그릴까 생각만 해도 너무 신이 나요!,,
,,,
,요즘 저는 홍차를 마시는 게 너무너무 좋답니다~,,
,"> 스트레이트로 마실 땐 역시 다르질링이 최고죠! 컵에 따르면 옅은 오렌지색인데요, 향이 무척 좋아요! 과일이 들어 있는 쿠키와 함께 곁들이면 정말~ 최고랍니다!",,
,> 밀크티를 마실 땐 아삼이 좋아요! 진하고 감칠맛도 있어서 마시면 마음이 편안해진답니다! 그런데 자기 직전에 마시면 잠이 오지 않아서 힘들더라구요,,
,> 아이스티를 마시고 싶을 땐 얼그레이를 사용하는 편이에요! 오렌지 계열의 상큼한 향과 입안 가득 퍼지는 풍미가 마음을 안정시켜주거든요! 중요한 시험을 치를 때나 사람들 앞에서 이야기해야 할 때 긴장을 풀기 위해 마시곤 해요!,,
,,,
,관심 있는 분야를 깊게 공부하는 건 정말 즐거운 일이죠~ 사실 전 새로운 자격증을 하나 따려고 생각 중이에요!,,
,> 예를 들면 '메시지 카드 검정' 자격증은 어떨까요? 받는 사람이나 내용에 딱 맞는 메시지 카드를 고르는 실용적인 자격증이에요! 이 자격증을 따서 xx섬의 주민분들께 멋진 메시지 카드를 보내고 싶어요!,,
,> 요즘 '먹물 감정' 자격증에 관심이 가요! 붓글씨를 쓸 때 먹물을 사용하잖아요? 그 농도를 감정하는 자격증이에요! 언뜻 별것 아닌 일 같지만 만약 이 자격증을 딴다면 저에게 더 자신감이 생길 것 같아요!,,
,> 지금 생각 중인 건 '잡초 뽑기' 자격증이에요! 잡초를 많이 뽑는 게 다가 아니라 찾기 힘든 잡초를 빠르게 찾아내야 해서 실기 시험이 어렵답니다! 체력에 자신은 없지만 일단 도전해볼까 해요!,,
,,,
,아까 꿀벌이 있길래 용기를 내서 잠자리채로 잡아봤어요! 처음에는 무서웠는데 보다 보니까 점점 귀여운 거예요 왠지 이대로 잡아두자니 불쌍하다는 생각이 들어서 놓아주었답니다!,,
,아까 꽃에 물을 주고 있었는데 나비가 날아오더라고요! 이렇게나 예쁘고 귀여운데 나비가 되기 전에는 애벌레였다니 정말 엄청난 변신이죠! 겉모습의 변화로 생명의 신비를 새삼 느꼈답니다!,,
,며칠 전에 자고 있었는데 집에 개미가 들어온 거예요! 그날은 비가 왔는데 밖으로 내보내기가 불쌍해서 아침까지 함께 있었어요! xx님께 그 얘기를 했더니 개미가 은혜를 갚으러 또 올지도 모르겠다고 하시더라고요!,,
,,,
,저번에 낚시를 하다가 귀여운 금붕어를 잡아서 집에 데려가서 키우기로 했어요 그런데 한 마리라서 그런지 어쩐지 외로워 보이더라고요 너무 마음이 안 좋아서 다음 날 강에 가서 놓아줬어요!,,
,며칠 전에 함정에 빠져서 한참이나 못 나오고 버둥댄 일이 있었어요 괜히 너무 슬퍼져서 기분 전환 겸 낚시를 하러 갔답니다! 근데 느닷없이 엄~청나게 큰 물고기를 잡은 거예요! 덕분에 마음이 싹 풀렸어요!,,
,아까 해안가를 산책하고 있었는데 커다란 물고기 그림자가 보이길래 빠르게 낚싯줄을 던졌어요 지금까지 본 적 없는 대어일지도 모른다고 생각하니까 너무 떨리는 거예요! 기대를 잔뜩 하고 잡았는데 항상 잡히던 물고기여서 저도 모르게 웃고 말았답니다!,,
,,,
,얼마 전에 무서운 영화를 보다가 너무 무서운 나머지 들고 있던 xx를 으깨버렸지 뭐예요 제 악력이 이렇게나 강했다니 저 자신이 무서워졌어요,,
,있죠 건드리지도 않았는데 쌓여 있던 책이 무너지기도 하나요? 얼마 전에 그런 일이 있었는데 깜짝 놀란 나머지 들고 있던 xx를 엎어버렸지 뭐예요 한동안 냄새가 빠지질 않는 바람에 뭘 마시든 느낌이 나서 얼마나 슬펐는지 몰라요,,
,얼마 전에 읽은 책인데요 한창 읽던 도중 갑자기 방 전등이 깜빡깜빡 거리지 뭐예요? 갑자기 무서워져서 저도 모르게 책을 덮었다가 어디까지 읽었는지 알 수 없어져서 처음부터 다시 읽었답니다,,
